text,tag
teeno chutiye hain aur deserve karte every kid in versova knows bombay velvet ke name pe kitna jhol kiya hai ,OAG
abe tu hai 36 ki hokar years se is desh me rehne wali aukat kya hai ,OAG
nahi nahi madam kuch purey kaprey uthar kar government key samney kharey ho jatey hai like akshay ,OAG
par swara ke ghar raid nahi ,NAG
painnonly isse pata chalta hai najuk dhandha ,CAG
kon hai bo boliwood star jisne tum ko a sa ,CAG
rana ayyub aunty ko gussa kyon aatah hain ,OAG
apni okaat dikha rahi hai aunti ji dhiray dhiray ,OAG
arnab aur kangna ke samay chetaya tha aapa jaan tab to tumko pleasure mil raha ,OAG
income tax wallon ne anurag kashyap ka gand me ne danta kiya hai isiliye rand ro rahi hai rana thum ,OAG
chai nikal be khaalistaani katuwe presstitute kaagaz dhoond le nahi to g pe laat maarke bhaga dega tera abbu modi ,OAG
 aaj ka vlog kaha hai ,NAG
 herogiri yeh sab karne me memechat pe memes banane me ,OAG
 ae to cricketaakash sir ne bola tha apne wahi tweet kar ,NAG
 gaurav bhaiya students k liye bhi ek tweet kardo modi_rojgar_do oevxmec0e3  ,NAG
 gaurav sir ek tweet hum logo ke liye bhi kar do please modi_rojgar_do wwclhvslb9  ,NAG
 modi_rojgar_do kab tak aapki video dekhuga kuch hamare lie bhi kar ,NAG
 sir rojgar ke mamle me bhi kuch bol lijiye jese air asia ke bare me bole the ,NAG
 thodi si request goverment ko bhi kar do ki farm bill wapis le le jab farmers hi bill ke pakshh me na ,NAG
 sir jarasa students ke baare main ek tweet kar dete ,NAG
 bhaiya icc aur  ko mention karna shayad bhul ,NAG
 sir kuch is baare me bhi baat laloooo zntopwv1ec  ,NAG
 kuch students ke liye bhi tweet kar de support ,NAG
 haa haa sahi hai remember wicket hai reviews hai ,NAG
 indvseng rishab pant ko vlog me ,NAG
 are apka rishabh pant op wala blog hi dekha abhi or ab ye tweet ,NAG
 king1amrit bhai humare liye bhi ek twit kar do ksubmoegqv  ,NAG
 uski alag pawri chalta rahta ,NAG
 ab aapka bhi unfollow karne ka time aagya joh youth aur farmerson k saath na go woh kis baat ka influe ,CAG
 bolo kuch hamare liye ya bs aapko apne se mtlb hai rupees kamane se aisa toh hai nhi aapko kuch pta ,CAG
 ye demand puri honi chahiye ,NAG
 kis baat k influencer ho aap kuch dhruv rathee se b seekh lo woh hamare liya khada hua hai ,CAG
 bhai hmare liye bhi kuch bologe ya hmse sirf rupees kmane h or protein khridwane h ,CAG
 vo batsman ka aadhi concentration tod deta ha aur adhi bowler ,NAG
 oli pope ko lolipope khilana hai rishabh pant ,NAG
 bhaiya ji vlog me lao ,NAG
diljit bhaiya kangana ne nya chutipa shru chef ban gyi hai ,OAG
paji sabko dete ho meri bhi help ,NAG
anti national deshdrohi ,OAG
diljit veer diyan glan jithe kai vaar bahut funny vi hundiya ne te kai vaar enniyan vadiya hundiya ,CAG
abe tatti dish rahi hai aaj kidhar tatti kiya ,OAG
dalal ti fir aa tere maalik ne rupees nahi diye ,CAG
jai jai farmers gnpnbbaawc  ,NAG
sade surrey aye sanu milke vi ni gaye ,CAG
watan ki respect kare bina mulk ke insaan ki koi pehchan ,CAG
diljit paji hit the hit hai hit rahenge bhaktoo jo ukhad skte ho ukhaad lo ,CAG
farmerske baare mai ,NAG
come closer closer paaji kis ko bula rahe ho sun k kahi chhupi hui baagar billi kangana na kudd ,NAG
sir my name is harish joshi from uttarakhand bageshwar sir m bed karna chahta hu sir m poor fami ,NAG
diljit to kanneda wali  pese poose baare billo soche duniya jatt pedaa hoya droh waaste ,NAG
 diljitdosanjhsir apne mask nahi lagaya huya vaccine lete ,NAG
ye kon begarat teacher hai jo bacho ko sir ko sir karna sikha raha hai sadakchapteacher of ,NAG
countessofchaos ab ye bhi ayenge loc aur indian army ke haatho pele jayenge yahi to hai ,CAG
sir aise hi thodi na puri duniya k liye sar dard bne huye h kyu ki ye aasmani kitab k alawa baki  ,NAG
sir tod do andar see aap hi kar sakte ho ye nus nus see wakif ho aap inki ,NAG
dukh hota hai jab masoom bachho ko esa education diya jaata hai magar gussa bhi aata hai ese educa ,NAG
aise school mai bomb blast hone pe kisiko dukhi hona nai ,CAG
sir hum aapne india ke syllabus me apna actuall history kaise lekar aaye abhi ki books me to bas ,NAG
beta daal nahi galaigi talking about prophet muhammad sa or har pakistani isi soch pay chalta ,CAG
free khalistan free nagaland free asam free manipur free kashmir in ,NAG
why feeling sad major saab mnc and career opportunity wali baat sahi hai ye bhikhari aur karenge bhi kya ,OAG
oye major aaj sabere sabere gai ka cola pike aaye hai lagta hai lagta hai another surprise dena p ,OAG
i love this man jo bachon ko apnay hazoor per mernay k lya tyar kar raha ha ,NAG
major saheb jab aap ki aasha wali ko promote kar rahe the uss din yaad nahi aaya tha ,CAG
bull shit of jahalat begairat kom jahil mulk ,OAG
abb kha gye porkistani jo hamesha bolte hai tea was yearso tum sabh ka future bahut dar ,OAG
beta rss ko lagam dy pakistan ki fikar choro chinese se laddakh wapis lo sharam to ni ati lgta hai ,OAG
abey to phir ghalwan mey chinese se q larey ho kashmir mey q logo ko martey ,CAG
badiya lage raho noble prize ke hakdaar ,CAG
sir yeh harami sare ek hi kheti ki muli hai kuch hamare yahan bhi paye jate hain butcher of human race ,OAG
sir isme badi baat kya hai apne yaha ke bhi adhiktar madarso me yahi sikhaya jata hai sabhi ko p ,CAG
inka future bhi ye hi ,CAG
fir yahi bade ho jo sikhaya woh karne aate hain toh indian army mil jaati hai saari sikha ,NAG
agar duniya mein kahin jahalat hai to o so called pakistan mein hai ,CAG
corona ka vaccine aagaya but enn radicals ka vaccine kab niklegaa ,NAG
sir you were right in saying saloo ko wahi par maroo kuch nahi karey fir bhi maroo balak ,CAG
madarse or madarse ki soch khatiya hoti he time waste for country future aap mujhe bura man s ,CAG
ye hai pakistani schools or ye pakistani teacher or ye innki powri ki tyaari ho rahi hai ,CAG
"sir, kbhi prayagraj v aayein ",NAG
jai maha kaal and jai hind and jai india f64dms9pws  ,NAG
sir tripund me acche lag rahe ho hamesha lagaya karo jai shiva shambho har har ,NAG
"sir,pl share the pic of kaal bhairav swamy ",NAG
jani theek years pehle tumhen family samaet l dia tha kuch dard kam ,CAG
major joote pehen k kaun line me lagta hai maana ki aap darshan kerne gaye ,CAG
vaibhav bhai major saab ko kal le jana sunday is the day for bhairav major ,NAG
vaibhavup65 is looking like a kotwal keeping an eye onsaab pata nahi kab dhava bol de ,NAG
bhai this is completely wrong bina bataye aana aur bina mile chale jana ab kya karu kaise milu ,NAG
agar sunday me gaye hai to lambi line me lagana hee padega kashi ke kotwal ji ke darshan ke ,NAG
vaibhavup65 poori tarah banarasiya swag mein dikh rahe ,NAG
sir shoes to khol lete baki logo ne khol rakha hai ,NAG
majorgauravarya sir ji aap lucky ho aapko kaal bhairav ke darshan hue bhagwan j ,NAG
suna hai iran bhi mouka dekhke thok gaya they learnt from ( pant opening   ,CAG
paan khaiya major ,NAG
salute sir pata hota aap banaras me hai to zaroor ,NAG
"sirji,,, mask kahan hai aapka waise om namah shivay jai ho kaal bhairav ki ",NAG
indians ko chutiyaa bananay ki machine major b jamaloo ,OAG
pakistan aur china nay aisee gaaaand mari modi surrender ki modi khai uthaa listen ,OAG
sir ham v join kar le kya ham v banaras se hi h abhi banaras me hi h ,NAG
gaurav sir chadhawe me kya diya bhairu baba maine old monk chadhai is years ,CAG
major mask kahan ,CAG
wow! welcome you to my hometown ,NAG
major aap duble kyu lag rahe ,NAG
sandy bhai or vaibhav ,NAG
mahadeva says ram ramaya swaha in the ears of departing soul in kashi jai kas ,NAG
aaj shaniwar hai lambi line lagti ,NAG
sir maine bhi darsan kia mujhe dikhe nahi mai wahi ka hu varanasi kaal bhairav ke paas ,NAG
nyc sir vhaibav sir pisa ,NAG
sandeep bhai and vaibhav behind you har har ,NAG
he is gurudev of mahadev in kashi ,NAG
very powerful aspect of shiva kaalabhairavambaje    ,NAG
kaal avatar of lord shiva harharmahadev kaalbhairav kasiviswanathtemple ,NAG
this punishment is to martyr our tree and a crow,NAG
major gobar apni dedi ko nichey phani wala saman be lae do ,OAG
kaash hm bhi hote line ,NAG
vaibahv ji chappal mein hi aa gaye lagata hai major shab unhein jaldi uthakar laye ha ,CAG
lagta hai bhai sbse late aaye isiliye sbse peeche line mai khde hai btw ,NAG
apni philosophy apne pas rakho tum se jyada log samjhdar hain log mehnat karte hain chatukarita nhi karte ,OAG
pakistan aur china nay aisee gaaaand mari modi surrender ki modi khai uthaa listen ,OAG
shukar hai pehle tweet hindutva se pak dekh rahi hon amazing ,NAG
mujhe samajh nhi aaya second law ,NAG
was media attention right jai ho prabhu sach bolna koi aapse sikhe ,CAG
major aaj feb hai pure pakistan may tea day manaya jaa raha hai aao kabhi yaha khushbu lagaka ,NAG
imrankhanpti prime pm aap ne vote of confidenceleney ka faisala kiya hai jo khush aiyend  ,CAG
khan sab shiya mna s ne ap ke sath dhoka kiya ha snat election me pp ko sport kiya ha khas kar karachi ke mna ,OAG
pm sir imran khan sb sir ham gareeb aur yateem hin sir kabza mafia group hmari zameen par karna chate ,OAG
to learn kyu nhi karta development kaha hai sirf jihadi aur terrorist hi banate ho ,OAG
khud katora leke ghum raha hai or dusra ko congratulations kar raha ,OAG
ptikhurshidalam asalam o alaikum to all friends i m jobless person so buray waqt or halat ,NAG
english bahut achhi likhte ho aap ,CAG
sabse pehle aapne ghabrana ni kyuki wo kaam hmara daily ka ,NAG
abhi match dekhne dain agay he tension hai ,CAG
khan shab saeedabad baldia town karachi m gareeb awam rahtey hai in ko sirf pani dy do hum ko na koi ,CAG
abey pehle apni bachiyon ko toh bachaale jo chinese ko bech rahe ho tum log phir india ke  ,CAG
jo ap k as pas logh hai ap ko andera ma rakhta hai sab hai kh kar beware of those ,CAG
apni party ko ,NAG
apna ird gird dakhien apna dost aur dushman ko ,CAG
jab darr lagta to aksar aise statements aa jate hain ,CAG
kya joke maara bhai ne ,CAG
imran khan kam karo kuch bus tweet par tweet bath kar karta awaam ke jo halat tuna kar de hai huma in ,CAG
abe chutiye gand marvane ke baad celebrate kar raha ,OAG
mr prime minister agr apny waden pory nhi karskte jo awam se ghr k kiye meherbani farma ker kh ,CAG
mujhe abhi bhi denial yaad hai yeh log mann hi nahi rahay thay inka pilot humaray pass hai proud of ,NAG
bsdk baar haar chuke ho tum aur tumhari anpadh gawaar awaam sab sale chutiye ho such kabhi accept hi nhi karte ,OAG
chup ekdm chup tum indian armed forces ka baal tak nahi ukhad sakte teeno wars to haare ho or confide ,CAG
gareeb tabha day ,OAG
khan sir mare pass corruption ke khilaf bahut si maloom aate jo aapko pahunch jana bahut zaruri ,NAG
tum logo ko peace development chahiye sale jab tak kashmir ka gana gate rahoge kabhi peace and dev ,CAG
proud of bhai sab sahi nashey kar rhey ho ,CAG
khan shb indians ki martay ,CAG
jo cricket ki captainsi ache se nhi karta wo kya ek desh ki captainsi karega ,OAG
i think sir jo aap china se bhikh lete ho udhar ke name par uske hafte bharne baki honge to pehale wo ,OAG
koi khatra nahi hoga sab log aaram se so pakistani armies torch jala ke surksha kar rahe hai ,CAG
thoda limit me raho ge to acha rahe ga nahi to sh modi ji mind game khele ge to pata nahi kaha kaha c ,OAG
vaccine ka kyaaa india se le rahe ho kyaaa grey list se bahar kab ayoge malaysia ne jaha ,CAG
abe ab tak kashmir kashmir kiya ab iss trend ko bhi support kar ,CAG
"vnda5nbi5z, panv kese majboot iska nuskha iss video me jo bhi pakistani fouj m ",CAG
aaj tak fati hui hai pure pakistan india ,OAG
this punishment is to martyr our tree and a crowgeneralbakshi ,NAG
tu kesa chutiya aadmi hai tu sahi mein nasha karta hai kya kal loc ki baat ho rhi thi shaanti ,OAG
no dailogur until gilgit balooch and singh got free pakistan dailogue nahi samjhta aur ha  ,CAG
bhai tum pehle aadmi ho jo apni aur jahalat ko celebrate karte ho ,CAG
in short you wanna say ghabrana nhi hai pair kaanp rahe wo alag baat ,CAG
pair kaap rahe the aur mathe par pasina tha raat baje india hamla karne wala hai pakistan par ,CAG
arre imrankhan tumhare bhi mathe par pasina tha such an idiot ,OAG
suna hai miyan aaj bhi modi ka name sunte hii pajama aage se geela aur peeche se peela ho jata hai ,OAG
ye hamara pm ye hamari airforce hai or idhrr tea fantastic wali bt ho rahe hai pakistan ,CAG
ino ki complaint karne ki vajah se a mujhe dhamkiyan de ja rahe hain ywiwtxoiwc  ,CAG
abe chutiye pm india ko mat sikha kya karna hai aur kya nahi gireban me jaak ke dekh samja ,OAG
cease fire to karega hi rupees khatam ho gye honge bullets kharidene ke liye katora khan ,OAG
chal na be laude bhikari pocket me do rupaye nahi batein badi badi ,OAG
pichware pe itte gole jo dage gaye hai humari army ne fati hai toh ab cease fire karoge ,OAG
kashmir mai kashmir pandit bhi rhata h unke shaat kya kiya kashmir pandit hindu genocide thoda ,CAG
china ne to apne chil kouvo ke numbers chahe kum hi sahi bata diye mahine ab tum bhi apne bal ,OAG
abhi to cocaine ke nashe me pada hoga kahi ,OAG
abe tune apne force hataye pok se kabhi gadho peeche se humla kiya tum logo ne baar baar hare aur ,OAG
indians nai kabhi bhi apni haar nhi manani balke hamari hi jeet ko apni jeet bana laitai aggar k ,NAG
chup nautanki kashmir belongs ,OAG
abe chup kar jaa kya bore maarta hai unsc resolution ghusa lo gaand mein apun ab pok lenge dekhte ,OAG
ye toh saamne se keh rha hai pakistan pe attack karo chalofauj ko le jate hai we ,CAG
bhai khud ke dgmo se to confirm kar liya karo kis side chalna h ,CAG
kissi kaabil dactar se ilaaj karwain ,OAG
grey list se bahar nahi nikle kya ho gaya ,CAG
khan sb mehngai par qaboo panay k liya assist comissaner aur mutalka adaroon ko theek ,OAG
hahaha hahaha grey list se bahir aana hai niazi uske liye kaam karo bakchodi ,OAG
baat to start hone de demand pahele karne ,CAG
kayarkar ke saath me photo hona to sharm ki baat hai tai aap itne garv se kaise use mahan bata rahi ,NAG
lata ji veer saheb ne angrejo se bar maafi kis liye mangi thi or angrej unhe rs masik pension kyu dete the ,NAG
british ki dalal tha ,OAG
ma aap gaaney bakchodi ke liye smritii irony hai ,OAG
premlataasopa xnfgdmupak a epic marathi song penned by veer vinayak damodar savarkar ,NAG
kya sachin aur kya lata sab ki pawry ho rahi hai ,NAG
didi ko bhi budhape main chain nahi itni age main bhi liberals ke picheade main ek tweet se aag lagaa deti hain ,OAG
maafijivi ka bday tha kal hahaha yeh koi shaheed e azam sardar bhagat singh ki trh garv se shaheed ,NAG
lata maharashtra sarkar ab is tweet pe bhi inquiry ,NAG
lata ji ap ke mahan aur veer angrezau se mafi mange thay ap india ratan hain kisku bhi kuch bhi bolsakte ,NAG
wah lata aaj ek tweet se aapne hazaaron logon ke muh band karwa shukariya ,NAG
 bhai ab to pornism ko promote karo jo asal me bjp kar rahi ,OAG
 maintain secularism gandhi ne anshan kar muslim ko india me rakha unhone thousands dange bhi di ,CAG
 hey beta ek baar ye dekh to le tweet karne se pehle ye galat hai ya sahi hai a ,OAG
 imcshappy central me kaun ,NAG
 abey chutiyon tumlog power me rehke bhi opposition ki tarah kyun hai tumse acha abb rahul gandhi lagne laga ,OAG
 kya priyanka gandhi ne rahul gandhi ke pol khol ea video pura dakho r bichar karo ,OAG
 abhi election nahi hai to karne do vote milega tabhi ,CAG
 bhai ap jo bhi infotdete ho vo saab jhoot nikalthi ,CAG
 shehzad_ind sarkar tumhari centre ma fir bi hindus ka ye shyd tumhe vote dekar galti kardi hindus ,CAG
 shehzad_ind bhai tejasvi aapki govt hai na center main aap kya kar rahe hain iske liye administra ,NAG
 sir meri bhi bahut iccha hai ki maa kamakhya k dardhan karu mata rani apna ashirwad bmaye rakhe ma ,NAG
 tera maan kuntha se bhara hain tu youth to hain par kunthit mansikta vala jo purvagrah se grasit hain ,OAG
 sawal puchne ke baad kam se kam modiji ko tag toh kar leta bhai ,CAG
 besharm aadmi ko kisi bat ka fark nhi padta aur vo to besharmi me phd kiye ,OAG
 aap be kabi govt ke baat bhi sun liya ,NAG
 suntay toh hai per samjh nahi ,NAG
 bhai youth mein kuch andh bhakt bhi hai jo modi ji ki har baat sirf sunte hi nahi maante bhi hai ,NAG
 ha wo ek youth hai na apka pappu ji uski baat sunni thi par na modi ji ko samj aai na pure de ,CAG
 upsc cse vacancies 2014: 2015: 2016: 2017 980 2019 : 896 ,NAG
 tum youth nahi ho tum sapoot nahi ho tum apne daddy ke kapoot ho khaate apne daddy ke joot ho du ,OAG
 mann ki baat to batiane ke liye masgul hai sun-ne ki liye nahin iske liye to media note hain ,CAG
 sirpareshrawal both of them supported indiaagainstpropaganda na bro usse bhi kuchh seekha aapne ,CAG
 sirpareshrawal kya ye musalmano pe lagu hota hai kya just asking kya pata koi special rules yaa ,CAG
 sirpareshrawal sahi baat h yearse company khol liye h jo company me invest na kare voh kaafir inki maa ki ch ,OAG
 mandir wahi bann jayega time for swamiji to retire in kashi sab mohh maya hai ,NAG
 jaage hai aap lekin bahut der ab aapki aur aapki baat ki koi value nahi rah aapke apno ke hi bee ,CAG
 ab aaye ho khul k saamne bhadhiya hai tumhe kuch diya nhi center ne ,CAG
 gov ke against bolne pr ya fact bolne per aise nawaza jata hai aj ke india he ke vichardhara ke ,CAG
 zackarhea zackarhea tu isse bhi follow karta hai ,CAG
 abolish president nominated rajya sabha seats ,NAG
 isko kitne rupees khilaye hai sabse bada deshdrohi hai ,OAG
 swamiji 80+ ab toh cabinet minister banna bhul aur party ke saath bina agenda ke kaam karo ,CAG
 inse koi suggestion mangta bhi hai ya bs ye fokat dete rehte ,OAG
  suno amit swamy ji ne suggestion de diya hai to sab kaamkaj chhod kar pehle teeno farm laws scrap kar ,CAG
 okay abhi mai phone karke moyee jee ko bolta hu ki swamy is bol rahe to ab scrap karna hoga farm laws ab koi rasta ,NAG
 iski koi ni sunta bhaunkta rehta hai bs ye sab ne dekh liya last year jee aur neet ke issue mein ,OAG
 problem with swamy is that inhe bhav hi nahi de raha aur ye ool jalool bole ja rahe hain ,CAG
 swamy maje kijiye china to bhag gaya usko india se business relationship strong karna hai ab kidhar la ,CAG
 iss umar me aise desk se gaddari kar rhe sharm bech di antonio ,OAG
